,organizationName,employees,headquarters,ceoName,industries,yearFounded,state,rank
1219,Las Vegas Valley Water District,1580.0, Nevada,John J. Entsminger ,Utilities,1954.0,Nevada,14
1220,LCMC Health,10793.0, Louisiana,Greg Feirn,Health Care,2009.0,Louisiana,20
1221,Leander Independent School District,4982.0, Texas,Bruce Gearing,Education,1899.0,Texas,96
1222,Lear,10600.0, Michigan,Ray Scott,Automotive (Automotive and Suppliers),1917.0,Michigan,20
1223,Lee Memorial Health System,14000.0, Florida,Lawrence Antonucci,Health Care,1916.0,Florida,88
1224,Legacy Health,14000.0, Oregon,Kathryn Correia,Health Care,1989.0,Oregon,8
1225,Lehigh Valley Health Network,19000.0, Pennsylvania,Brian A. Nester,Health Care,1989.0,Pennsylvania,33
1226,Leidos,39000.0, Virginia,Roger Krone,"IT, Internet, Software & Services",1969.0,Alabama,29
1227,Leidos,39000.0, Virginia,Roger Krone,"IT, Internet, Software & Services",1969.0,Maryland,62
1228,Leidos,39000.0, Virginia,Roger Krone,"IT, Internet, Software & Services",1969.0,Virginia,61
1229,Lenovo,31000.0, United States,Kirk Skaugen,Electronics,1984.0,North Carolina,32
1230,Leon County Schools,2875.0, Florida,Rocky Hanna,Education,1931.0,Florida,96
1231,Lewisville Independent School District,6085.0, Texas,Lori Rapp,Education,1902.0,Texas,18
1232,LHC Group,30000.0, Louisiana,Keith G. Myers,Health Care,1994.0,Louisiana,35
1233,Lilly,15605.0, Indiana,David A. Ricks,Drugs & Biotechnology,1876.0,Indiana,11
1234,Lincoln Financial,10848.0, Pennsylvania,Ellen Cooper,Banking and Financial Services,1905.0,Indiana,7
1235,Lincoln Financial,10848.0, Pennsylvania,Ellen Cooper,Banking and Financial Services,1905.0,Nebraska,21
1236,Lincoln Public Schools,5631.0, Nebraska,Steve Joel,Education,1871.0,Nebraska,12
1237,LinkedIn,18000.0, California,Ryan Roslansky,"IT, Internet, Software & Services",2002.0,California,13
1238,Live Nation Entertainment,10200.0, California,Michael Rapino,"Travel, Hotels, Restaurants, Leisure",2005.0,California,3
1239,"Livingston Parish School District, Livingston, LA",2824.0, Louisiana,,Education,1832.0,Louisiana,6
1240,L.L. Bean,19765.0, Maine,Stephen Smith,"Clothing, Shoes, Sports Equipment",1912.0,Maine,1
1241,Lockheed Martin,106020.0, Maryland,James D. Taiclet,Aerospace & Defense,1912.0,Alabama,9
1242,Lockheed Martin,106020.0, Maryland,James D. Taiclet,Aerospace & Defense,1912.0,California,49
1243,Lockheed Martin,106020.0, Maryland,James D. Taiclet,Aerospace & Defense,1912.0,Colorado,12
1244,Lockheed Martin,106020.0, Maryland,James D. Taiclet,Aerospace & Defense,1912.0,Connecticut,5
1245,Lockheed Martin,106020.0, Maryland,James D. Taiclet,Aerospace & Defense,1912.0,District of Columbia,2
1246,Lockheed Martin,106020.0, Maryland,James D. Taiclet,Aerospace & Defense,1912.0,Florida,17
1247,Lockheed Martin,106020.0, Maryland,James D. Taiclet,Aerospace & Defense,1912.0,Georgia,20
1248,Lockheed Martin,106020.0, Maryland,James D. Taiclet,Aerospace & Defense,1912.0,Maryland,8
1249,Lockheed Martin,106020.0, Maryland,James D. Taiclet,Aerospace & Defense,1912.0,Nevada,22
1250,Lockheed Martin,106020.0, Maryland,James D. Taiclet,Aerospace & Defense,1912.0,New Jersey,22
1251,Lockheed Martin,106020.0, Maryland,James D. Taiclet,Aerospace & Defense,1912.0,New York,55
1252,Lockheed Martin,106020.0, Maryland,James D. Taiclet,Aerospace & Defense,1912.0,Pennsylvania,9
1253,Lockheed Martin,106020.0, Maryland,James D. Taiclet,Aerospace & Defense,1912.0,Texas,32
1254,Lockheed Martin,106020.0, Maryland,James D. Taiclet,Aerospace & Defense,1912.0,Virginia,19
1255,Lockton Companies,7500.0, Missouri,Peter Clune,Insurance,1966.0,Missouri,32
1256,Lodi Unified School District,2739.0, California,Cathy Nichols-Washer,Education,1965.0,California,78
1257,Loews Hotels,5600.0, New York,Jonathan Tisch,"Travel, Hotels, Restaurants, Leisure",1960.0,Florida,41
1258,Loma Linda University Health,16917.0, California,Richard H. Hart,Health Care,1905.0,California,59
1259,Lone Star College,4450.0, Texas,Stephen C. Head,Education,1973.0,Texas,87
1260,Long Beach Unified School District,12000.0, California,Jill Baker,Education,1885.0,California,76
1261,Loomis,9000.0, Texas,Aritz Larrea,Banking and Financial Services,1852.0,Florida,85
1262,L'Oreal USA,12000.0, New York,David Greenberg,Packaged Goods,1909.0,New Jersey,25
1263,Los Angeles Department of Water and Power (LADWP),11000.0, California,Martin L. Adams,Utilities,1902.0,California,47
1264,Loudoun County Public Schools,12382.0, Virginia,Scott A. Ziegler,Education,1870.0,Virginia,36
1265,Louisiana State University and Agricultural & Mechanical College (LSU),5200.0, Louisiana,William F. Tate IV,Education,1860.0,Louisiana,34
1266,Love's Travel Stops & Country Stores,32000.0, Oklahoma,Frank Love Greg Love,Retail and Wholesale,1964.0,Oklahoma,33
1267,Love's Travel Stops & Country Stores,32000.0, Oklahoma,Frank Love Greg Love,Retail and Wholesale,1964.0,Texas,95
1268,Lowe's,300000.0, North Carolina,Marvin R. Ellison,Retail and Wholesale,1921.0,Colorado,21
1269,Lowe's,300000.0, North Carolina,Marvin R. Ellison,Retail and Wholesale,1921.0,Connecticut,17
1270,Lowe's,300000.0, North Carolina,Marvin R. Ellison,Retail and Wholesale,1921.0,Georgia,92
1271,Lowe's,300000.0, North Carolina,Marvin R. Ellison,Retail and Wholesale,1921.0,Indiana,69
1272,Lowe's,300000.0, North Carolina,Marvin R. Ellison,Retail and Wholesale,1921.0,Mississippi,16
1273,Lowe's,300000.0, North Carolina,Marvin R. Ellison,Retail and Wholesale,1921.0,Missouri,31
1274,Lowe's,300000.0, North Carolina,Marvin R. Ellison,Retail and Wholesale,1921.0,New Jersey,65
1275,Lowe's,300000.0, North Carolina,Marvin R. Ellison,Retail and Wholesale,1921.0,North Carolina,73
1276,Lowe's,300000.0, North Carolina,Marvin R. Ellison,Retail and Wholesale,1921.0,Ohio,86
1277,Lowe's,300000.0, North Carolina,Marvin R. Ellison,Retail and Wholesale,1921.0,South Carolina,45
1278,Lowe's,300000.0, North Carolina,Marvin R. Ellison,Retail and Wholesale,1921.0,Tennessee,63
1279,Lowe's,300000.0, North Carolina,Marvin R. Ellison,Retail and Wholesale,1921.0,Virginia,76
1280,Lowe's,300000.0, North Carolina,Marvin R. Ellison,Retail and Wholesale,1921.0,Washington,58
1281,Loyola University Chicago,1538.0, Illinois,Jo Ann Rooney,Education,1870.0,Illinois,11
1282,LSU Health,12000.0, Louisiana,Steve Nelson,Health Care,1988.0,Louisiana,9
1283,Lubrizol,8800.0, Ohio,Eric R. Schnur,"Construction, Oil & Gas Operations, Mining and Chemicals",1928.0,Ohio,30
1284,Lululemon Athletica,16530.0, Washington,Calvin McDonald,"Clothing, Shoes, Sports Equipment",1998.0,California,92
1285,Macy's,88857.0, New York,Jeffrey Gennette,Retail and Wholesale,1858.0,Connecticut,39
1286,Macy's,88857.0, New York,Jeffrey Gennette,Retail and Wholesale,1858.0,Indiana,61
1287,Macy's,88857.0, New York,Jeffrey Gennette,Retail and Wholesale,1858.0,Nevada,29
1288,Macy's,88857.0, New York,Jeffrey Gennette,Retail and Wholesale,1858.0,New Jersey,80
1289,Macy's,88857.0, New York,Jeffrey Gennette,Retail and Wholesale,1858.0,Virginia,88
1290,Madonna Rehabilitation Hospitals,12000.0, Nebraska,Paul Dongilli,Health Care,1958.0,Nebraska,4
1291,Magna International,158000.0, Michigan,Seetarama Kotagiri,Automotive (Automotive and Suppliers),1957.0,Michigan,71
1292,Main Line Health,10000.0, Pennsylvania,John J. Lynch III,Health Care,1985.0,Pennsylvania,61
1293,MaineGeneral Health,4500.0, Maine,Chuck Hays,Health Care,1979.0,Maine,4
1294,MaineHealth,22000.0, Maine,Andrew T. Mueller,Health Care,1987.0,Maine,3
1295,Mallinckrodt,2800.0, United Kingdom,Mark C. Trudeau,Drugs & Biotechnology,1867.0,Missouri,64
1296,Management and Training Corporation (MTC),8000.0, Utah,Scott Marquadt,Business Services & Supplies,1981.0,Utah,34
1297,Manpower,25000.0, Wisconsin,Jonas Prising,Business Services & Supplies,1948.0,Wisconsin,63
1298,Mansfield Independent School District,4000.0, Texas,Kimberley Cantu,Education,1909.0,Texas,80
1299,Marathon Petroleum,57900.0, Ohio,Michael J. Hennigan,"Construction, Oil & Gas Operations, Mining and Chemicals",1887.0,Ohio,38
1300,Maricopa County,13000.0, Arizona,Joy Rich,Government Services,1871.0,Arizona,74
1301,Maricopa County Community College District,10000.0, Arizona,Steven R. Gonzales,Education,1962.0,Arizona,65
1302,Marietta City School District,748.0, Georgia,,Education,1892.0,Georgia,71
1303,Marquette University,2675.0, Wisconsin,Michael Lovell,Education,1881.0,Wisconsin,6
1304,Marriott International,97000.0, Maryland,Anthony Capuano,"Travel, Hotels, Restaurants, Leisure",1927.0,Arizona,12
1305,Marriott International,97000.0, Maryland,Anthony Capuano,"Travel, Hotels, Restaurants, Leisure",1927.0,Colorado,46
1306,Marriott International,97000.0, Maryland,Anthony Capuano,"Travel, Hotels, Restaurants, Leisure",1927.0,Connecticut,3
1307,Marriott International,97000.0, Maryland,Anthony Capuano,"Travel, Hotels, Restaurants, Leisure",1927.0,Florida,55
1308,Marriott International,97000.0, Maryland,Anthony Capuano,"Travel, Hotels, Restaurants, Leisure",1927.0,Georgia,12
1309,Marriott International,97000.0, Maryland,Anthony Capuano,"Travel, Hotels, Restaurants, Leisure",1927.0,Illinois,16
1310,Marriott International,97000.0, Maryland,Anthony Capuano,"Travel, Hotels, Restaurants, Leisure",1927.0,Louisiana,5
1311,Marriott International,97000.0, Maryland,Anthony Capuano,"Travel, Hotels, Restaurants, Leisure",1927.0,Maryland,44
1312,Marriott International,97000.0, Maryland,Anthony Capuano,"Travel, Hotels, Restaurants, Leisure",1927.0,Massachusetts,49
1313,Marriott International,97000.0, Maryland,Anthony Capuano,"Travel, Hotels, Restaurants, Leisure",1927.0,Missouri,15
1314,Marriott International,97000.0, Maryland,Anthony Capuano,"Travel, Hotels, Restaurants, Leisure",1927.0,New Mexico,2
1315,Marriott International,97000.0, Maryland,Anthony Capuano,"Travel, Hotels, Restaurants, Leisure",1927.0,New York,28
1316,Marriott International,97000.0, Maryland,Anthony Capuano,"Travel, Hotels, Restaurants, Leisure",1927.0,Ohio,79
1317,Marriott International,97000.0, Maryland,Anthony Capuano,"Travel, Hotels, Restaurants, Leisure",1927.0,Pennsylvania,11
1318,Marriott International,97000.0, Maryland,Anthony Capuano,"Travel, Hotels, Restaurants, Leisure",1927.0,South Carolina,6
1319,Marriott International,97000.0, Maryland,Anthony Capuano,"Travel, Hotels, Restaurants, Leisure",1927.0,Tennessee,11
1320,Marriott International,97000.0, Maryland,Anthony Capuano,"Travel, Hotels, Restaurants, Leisure",1927.0,Texas,44
1321,Marriott International,97000.0, Maryland,Anthony Capuano,"Travel, Hotels, Restaurants, Leisure",1927.0,Virginia,37
1322,Marriott International,97000.0, Maryland,Anthony Capuano,"Travel, Hotels, Restaurants, Leisure",1927.0,Washington,11
1323,Marriott International,97000.0, Maryland,Anthony Capuano,"Travel, Hotels, Restaurants, Leisure",1927.0,Wisconsin,10
1324,Mars,130000.0, Virginia,Grant F. Reid,"Food, Soft Beverages, Alcohol & Tobacco",1911.0,Illinois,7
1325,Mars,130000.0, Virginia,Grant F. Reid,"Food, Soft Beverages, Alcohol & Tobacco",1911.0,New Jersey,41
1326,Mars,130000.0, Virginia,Grant F. Reid,"Food, Soft Beverages, Alcohol & Tobacco",1911.0,Tennessee,18
1327,Marshall University,5200.0, West Virginia,Brad Smith,Education,1837.0,West Virginia,16
1328,Marten Transport,4162.0, Wisconsin,Randy Marten,Transportation and Logistics,1946.0,Wisconsin,26
1329,Martin Marietta Materials,10000.0, North Carolina,C. Howard Nye,"Engineering, Manufacturing",1993.0,Colorado,13
1330,Mass General Brigham,74000.0, Massachusetts,,Health Care,1994.0,Massachusetts,50
1331,Massachusetts Bay Transportation Authority,6736.0, Massachusetts,Jamey Tesler,Transportation and Logistics,1964.0,Massachusetts,47
1332,Massachusetts General Hospital,12000.0, Massachusetts,David F. M. Brown,Health Care,1811.0,Massachusetts,11
1333,Massachusetts Institute of Technology,15722.0, Massachusetts,L. Rafael Reif,Education,1861.0,Massachusetts,6
1334,Mastercard,15600.0, New York,Michael Miebach,Banking and Financial Services,1966.0,Missouri,5
1335,Maury Regional Medical Center,3000.0, Tennessee,Bryan Mueller,Health Care,1953.0,Tennessee,57
1336,Maverik,5000.0, Utah,Chuck Maggelet,Retail and Wholesale,1928.0,Utah,30
1337,Mayo Clinic,73000.0, Minnesota,Gianrico Farrugia,Health Care,1889.0,Arizona,1
1338,Mayo Clinic,73000.0, Minnesota,Gianrico Farrugia,Health Care,1889.0,Florida,36
1339,Mayo Clinic,73000.0, Minnesota,Gianrico Farrugia,Health Care,1889.0,Minnesota,3
1340,Mayo Clinic,73000.0, Minnesota,Gianrico Farrugia,Health Care,1889.0,Wisconsin,1
1341,McKesson,32000.0, Texas,Brian S. Tyler,Health Care,1833.0,Arizona,10
1342,McKesson,32000.0, Texas,Brian S. Tyler,Health Care,1833.0,California,54
1343,"Mclean County Unified School District 5, Normal, IL",1750.0, Illinois,Kristen Weikle,Education,1948.0,Illinois,29
1344,McLeod Health,8500.0, South Carolina,Donna Isgett,Health Care,1906.0,South Carolina,7
1345,MD Anderson Cancer Center,22000.0, Texas,Peter WT Pisters,Health Care,1941.0,Texas,4
1346,Medford School District,1495.0, Oregon,Bret  Dr. Champion,Education,1955.0,Oregon,29
1347,Medica,1650.0, Minnesota,John Naylor,Insurance,1975.0,Minnesota,22
1348,Medical College of Wisconsin,3775.0, Wisconsin,John Raymond,Education,1893.0,Wisconsin,45
1349,Medical Mutual of Ohio,5805.0, Ohio,Rick Chiricosta,Insurance,1934.0,Ohio,25
1350,Medline Industries,27000.0, Illinois,Charlie Mills,Health Care,1966.0,Illinois,32
1351,Medstar Health,30000.0, Maryland,Kenneth A. Samet,Health Care,1998.0,Maryland,52
1352,Medtronic,90000.0, Minnesota,Geoffrey Straub Martha,Health Care,1949.0,California,62
1353,Medtronic,90000.0, Minnesota,Geoffrey Straub Martha,Health Care,1949.0,Colorado,8
1354,Medtronic,90000.0, Minnesota,Geoffrey Straub Martha,Health Care,1949.0,Minnesota,16
1355,Meijer,70000.0, Michigan,Rick Keyes,Retail and Wholesale,1934.0,Illinois,92
1356,Meijer,70000.0, Michigan,Rick Keyes,Retail and Wholesale,1934.0,Indiana,45
1357,Meijer,70000.0, Michigan,Rick Keyes,Retail and Wholesale,1934.0,Kentucky,42
1358,Meijer,70000.0, Michigan,Rick Keyes,Retail and Wholesale,1934.0,Michigan,75
1359,Memorial Healthcare System,14000.0, Florida,Aurelio Fernandez III,Health Care,1953.0,Florida,25
1360,Memorial Sloan Kettering Cancer Center,12000.0, New York,Craig B. Thompson,Health Care,1884.0,New York,2
1361,Menards,45000.0, Wisconsin,John Menard,Retail and Wholesale,1958.0,Iowa,28
1362,Menards,45000.0, Wisconsin,John Menard,Retail and Wholesale,1958.0,Michigan,63
1363,Menards,45000.0, Wisconsin,John Menard,Retail and Wholesale,1958.0,Ohio,66
1364,Mercedes-Benz USA,1860.0, Georgia,Dimitris Psillakis,Automotive (Automotive and Suppliers),1965.0,Alabama,21
1365,Merck & Co.,27000.0, New Jersey,Robert M. Davis,Drugs & Biotechnology,1891.0,Massachusetts,21
1366,Merck & Co.,27000.0, New Jersey,Robert M. Davis,Drugs & Biotechnology,1891.0,Missouri,12
1367,Merck & Co.,27000.0, New Jersey,Robert M. Davis,Drugs & Biotechnology,1891.0,New Jersey,30
1368,Merck & Co.,27000.0, New Jersey,Robert M. Davis,Drugs & Biotechnology,1891.0,North Carolina,21
1369,Merck & Co.,27000.0, New Jersey,Robert M. Davis,Drugs & Biotechnology,1891.0,Pennsylvania,17
1370,Merck & Co.,27000.0, New Jersey,Robert M. Davis,Drugs & Biotechnology,1891.0,Wisconsin,19
1371,Mercy,42400.0, Missouri,Steve Mackin,Health Care,1827.0,Arkansas,19
1372,Mercy,42400.0, Missouri,Steve Mackin,Health Care,1827.0,Missouri,35
1373,Mercy,42400.0, Missouri,Steve Mackin,Health Care,1827.0,Oklahoma,25
1374,Mercyhealth,8000.0, Wisconsin,Javon R. Bea,Health Care,1883.0,Wisconsin,59
1375,Meritus Health,12000.0, Maryland,Maulik S. Joshi,Health Care,1904.0,Maryland,69
1376,Methodist Health System (Nebraska),8000.0, Nebraska,,Health Care,1891.0,Nebraska,2
1377,Methodist Health System (Texas),9438.0, Texas,James Scoggin,Health Care,1927.0,Texas,37
1378,Methodist Le Bonheur Healthcare,11060.0, Tennessee,Michael Ugwueke,Health Care,1918.0,Tennessee,6
1379,MetLife,43000.0, New York,Michel A. Khalaf,Insurance,1868.0,New York,95
1380,Metro Nashville Public Schools,5200.0, Tennessee,Adrienne Battle,Education,1855.0,Tennessee,78
1381,Metropolitan Government of Nashville and Davidson County,9579.0, Tennessee,John Cooper,Government Services,1806.0,Tennessee,55
1382,Metropolitan State University of Denver,5200.0, Colorado,Janine Davidson,Education,1965.0,Colorado,27
1383,Metropolitan Transportation Authority (MTA),66360.0, New York,Janno Lieber,Transportation and Logistics,1965.0,New York,67
1384,MGM Resorts,59000.0, Nevada,William J. Hornbuckle,"Travel, Hotels, Restaurants, Leisure",1986.0,Mississippi,14
1385,MGM Resorts,59000.0, Nevada,William J. Hornbuckle,"Travel, Hotels, Restaurants, Leisure",1986.0,Nevada,28
1386,Miami University,3721.0, Ohio,Gregory Crawford,Education,1809.0,Ohio,17
1387,Michaels Stores,44000.0, Texas,Ashley Buchanan,Retail and Wholesale,1984.0,New Jersey,61
1388,Michelin Group,124000.0, South Carolina,Florent Menegaux,Automotive (Automotive and Suppliers),1889.0,North Carolina,8
1389,Michelin Group,124000.0, South Carolina,Florent Menegaux,Automotive (Automotive and Suppliers),1889.0,South Carolina,5
1390,Michigan Department of Health & Human Services,22217.0, Michigan,Elizabeth Hertel,Government Services,2015.0,Michigan,34
1391,Michigan State University,5670.0, Michigan,"Samuel L. Stanley, Jr.",Education,1855.0,Michigan,69
1392,Micron Technology,43000.0, Idaho,Sanjay Mehrotra,Electronics,1978.0,Idaho,8
1393,Microsoft,103000.0, Washington,Satya Nadella,"IT, Internet, Software & Services",1975.0,California,17
1394,Microsoft,103000.0, Washington,Satya Nadella,"IT, Internet, Software & Services",1975.0,District of Columbia,1
1395,Microsoft,103000.0, Washington,Satya Nadella,"IT, Internet, Software & Services",1975.0,Florida,16
1396,Microsoft,103000.0, Washington,Satya Nadella,"IT, Internet, Software & Services",1975.0,Georgia,7
1397,Microsoft,103000.0, Washington,Satya Nadella,"IT, Internet, Software & Services",1975.0,Illinois,20
1398,Microsoft,103000.0, Washington,Satya Nadella,"IT, Internet, Software & Services",1975.0,Indiana,2
1399,Microsoft,103000.0, Washington,Satya Nadella,"IT, Internet, Software & Services",1975.0,Kentucky,2
1400,Microsoft,103000.0, Washington,Satya Nadella,"IT, Internet, Software & Services",1975.0,Maryland,21
1401,Microsoft,103000.0, Washington,Satya Nadella,"IT, Internet, Software & Services",1975.0,Massachusetts,3
1402,Microsoft,103000.0, Washington,Satya Nadella,"IT, Internet, Software & Services",1975.0,Missouri,3
1403,Microsoft,103000.0, Washington,Satya Nadella,"IT, Internet, Software & Services",1975.0,Nevada,8
1404,Microsoft,103000.0, Washington,Satya Nadella,"IT, Internet, Software & Services",1975.0,New Jersey,1
1405,Microsoft,103000.0, Washington,Satya Nadella,"IT, Internet, Software & Services",1975.0,New York,5
1406,Microsoft,103000.0, Washington,Satya Nadella,"IT, Internet, Software & Services",1975.0,North Carolina,6
1407,Microsoft,103000.0, Washington,Satya Nadella,"IT, Internet, Software & Services",1975.0,Ohio,93
1408,Microsoft,103000.0, Washington,Satya Nadella,"IT, Internet, Software & Services",1975.0,Pennsylvania,3
1409,Microsoft,103000.0, Washington,Satya Nadella,"IT, Internet, Software & Services",1975.0,Tennessee,2
1410,Microsoft,103000.0, Washington,Satya Nadella,"IT, Internet, Software & Services",1975.0,Texas,24
1411,Microsoft,103000.0, Washington,Satya Nadella,"IT, Internet, Software & Services",1975.0,Virginia,9
1412,Microsoft,103000.0, Washington,Satya Nadella,"IT, Internet, Software & Services",1975.0,Washington,2
1413,Microsoft,103000.0, Washington,Satya Nadella,"IT, Internet, Software & Services",1975.0,Wisconsin,4
1414,Midcontinent Communications,50000.0, South Dakota,Pat McAdaragh,"Telecommunications Services, Cable Supplier",1931.0,South Dakota,1
1415,Middle Tennessee State University,1238.0, Tennessee,Sidney A. McPhee,Education,1911.0,Tennessee,29
1416,Middlebury College,5200.0, Vermont,Laurie Patton,Education,1800.0,Vermont,2
1417,MidFirst Bank,2826.0, Oklahoma,G. Jeffrey Records,Banking and Financial Services,1982.0,Oklahoma,12
1418,Minnesota State Colleges and Universities,14800.0, Minnesota,Devinder Malhotra,Education,1995.0,Minnesota,34
1419,Mission Health,12000.0, North Carolina,Greg Lowe,Health Care,1885.0,North Carolina,69
1420,Mississippi State University,5200.0, Mississippi,Mark E. Keenum,Education,1878.0,Mississippi,9
1421,Missouri State University-Springfield,5200.0, Missouri,Clif Smart,Education,1905.0,Missouri,75
1422,MITRE Corporation,5700.0, Massachusetts,Jason Providakes,Professional Services,1958.0,Virginia,6
1423,Moffitt Cancer Center,7000.0, Florida,Patrick Hwu,Health Care,1986.0,Florida,2
1424,Mohawk Industries,43000.0, Georgia,Jeffrey Lorberbaum,"Engineering, Manufacturing",1878.0,Georgia,39
1425,Mohegan,11173.0, Connecticut,Ray Pineault,"Travel, Hotels, Restaurants, Leisure",1995.0,Connecticut,15
1426,Monroe County Community School,1637.0, Indiana,Jeff Hauswald,Education,1973.0,Indiana,12
1427,Monterey County,22217.0, California,Charles  McKee,Government Services,1860.0,California,63
1428,Montgomery County Public Schools,24589.0, Maryland,Monifa B. McKnight,Education,1860.0,Maryland,27
1429,Monument Health,12000.0, South Dakota,Paulette Davidson,Health Care,1973.0,South Dakota,2
1430,Moog,13000.0, New York,John R. Scannell,Aerospace & Defense,1953.0,New York,1
1431,Morgan Stanley,75000.0, New York,James P. Gorman,Banking and Financial Services,1931.0,Maryland,38
1432,Morgan Stanley,75000.0, New York,James P. Gorman,Banking and Financial Services,1931.0,New Jersey,12
1433,Morgan Stanley,75000.0, New York,James P. Gorman,Banking and Financial Services,1931.0,New York,87
1434,Morgan Stanley,75000.0, New York,James P. Gorman,Banking and Financial Services,1931.0,Utah,9
1435,MSA Safety,2100.0, Pennsylvania,Nish J. Vartanian,"Engineering, Manufacturing",1914.0,Pennsylvania,50
1436,M&T Bank,17454.0, New York,René F. Jones,Banking and Financial Services,1856.0,Delaware,10
1437,M&T Bank,17454.0, New York,René F. Jones,Banking and Financial Services,1856.0,New York,69
1438,MultiCare Health System,12000.0, Washington,"William G. \Bill\"" Robertson",Health Care,1882.0,Washington,27
1439,Munson Healthcare,7500.0, Michigan,Edwin A. Ness,Health Care,1915.0,Michigan,37
1440,Murphy USA,15000.0, Arkansas,Andrew Clyde,Retail and Wholesale,1996.0,North Carolina,65
1441,MUSC Health,25000.0, South Carolina,David J. Cole,Health Care,1824.0,South Carolina,4
1442,Mustang Public Schools,1346.0, Oklahoma,Charles Bradley,Education,1902.0,Oklahoma,31
1443,Mutual of Omaha,5500.0, Nebraska,James T. Blackledge,Insurance,1909.0,Nebraska,3
1444,MyMichigan Health,8800.0, Michigan,Greg Rogers,Health Care,1984.0,Michigan,31
1445,NASA,16520.0, District of Columbia,Bill Nelson,Aerospace & Defense,1958.0,Alabama,1
1446,NASA,16520.0, District of Columbia,Bill Nelson,Aerospace & Defense,1958.0,California,7
1447,NASA,16520.0, District of Columbia,Bill Nelson,Aerospace & Defense,1958.0,Florida,1
1448,NASA,16520.0, District of Columbia,Bill Nelson,Aerospace & Defense,1958.0,Maryland,4
1449,NASA,16520.0, District of Columbia,Bill Nelson,Aerospace & Defense,1958.0,Texas,1
1450,NASA,16520.0, District of Columbia,Bill Nelson,Aerospace & Defense,1958.0,Virginia,25
1451,National Archives and Records Administration,2785.0, Maryland,Debra Wall,Government Services,1934.0,Maryland,23
1452,National Oilwell Varco,9465.0, Texas,Clay C. Williams,"Engineering, Manufacturing",1841.0,Texas,94
1453,Nationwide Children's Hospital,13207.0, Ohio,Timothy Robinson,Health Care,1892.0,Ohio,4
1454,Nationwide Mutual Insurance,5805.0, Ohio,Kirt Walker,Insurance,1926.0,Ohio,33
1455,Navy Federal Credit Union,13500.0, Virginia,Mary McDuffie,Banking and Financial Services,1933.0,Florida,7
1456,Navy Federal Credit Union,13500.0, Virginia,Mary McDuffie,Banking and Financial Services,1933.0,Virginia,42
1457,NCR,4560.0, Georgia,Michael Hayford,Electronics,1884.0,Georgia,79
1458,Nebo School District,5200.0, Utah,Rick Nielsen,Education,1976.0,Utah,33
1459,Nebraska Furniture Mart,5006.0, Nebraska,Irv Blumkin,Retail and Wholesale,1937.0,Nebraska,25
1460,Nebraska Medicine,9000.0, Nebraska,James Linder,Health Care,1869.0,Nebraska,13
1461,Neiman Marcus Group,10000.0, Texas,Geoffroy van Raemdonck,Retail and Wholesale,1907.0,New Jersey,42
1462,Neiman Marcus Group,10000.0, Texas,Geoffroy van Raemdonck,Retail and Wholesale,1907.0,Texas,60
1463,Nemours Children's Health ,12000.0, Florida,,Health Care,1936.0,Delaware,14
1464,Nestlé,276000.0, California,Ulf Mark Schneider,"Food, Soft Beverages, Alcohol & Tobacco",1866.0,Ohio,99
1465,Nestlé,276000.0, California,Ulf Mark Schneider,"Food, Soft Beverages, Alcohol & Tobacco",1866.0,South Carolina,33
1466,Nestlé,276000.0, California,Ulf Mark Schneider,"Food, Soft Beverages, Alcohol & Tobacco",1866.0,Wisconsin,42
1467,Netflix,8600.0, California,Reed Hastings Ted Sarandos,Media & Advertising,1997.0,California,69
1468,Netsmart,2200.0, Kansas,Mike Valentine,"IT, Internet, Software & Services",1968.0,Missouri,21
1469,New Jersey Transit,11000.0, New Jersey,Kevin S. Corbett,Transportation and Logistics,1979.0,New Jersey,7
1470,New Seasons Market,3500.0, Oregon,Nancy Lebold,Retail and Wholesale,2000.0,Oregon,3
1471,New York City Department of Education,5200.0, New York,David C. Banks,Education,2002.0,New York,42
1472,New York City Fire Department,17074.0, New York,Daniel A. Nigro,Government Services,1865.0,New York,13
1473,New York Life,14344.0, New York,Craig DeSanto,Insurance,1845.0,New York,38
1474,New York-Presbyterian Hospital,26500.0, New York,Steven J. Corwin,Health Care,1998.0,New York,24
1475,New York University,19000.0, New York,Andrew Hamilton,Education,1831.0,New York,32
1476,Newell Brands,32000.0, Georgia,Ravi Saligram,Packaged Goods,1903.0,Ohio,43
1477,Newton Public Schools,2707.0, Massachusetts,David A. Fleishman,Education,1852.0,Massachusetts,48
1478,Nexteer Automotive,1200.0, Michigan,Guibin Zhao,Automotive (Automotive and Suppliers),1906.0,Michigan,60
1479,NextEra Energy,14900.0, Florida,James L. Robo,Utilities,1984.0,Florida,37
1480,Nike,73300.0, Oregon,John J. Donahoe II,"Clothing, Shoes, Sports Equipment",1964.0,Arizona,34
1481,Nike,73300.0, Oregon,John J. Donahoe II,"Clothing, Shoes, Sports Equipment",1964.0,California,50
1482,Nike,73300.0, Oregon,John J. Donahoe II,"Clothing, Shoes, Sports Equipment",1964.0,Florida,95
1483,Nike,73300.0, Oregon,John J. Donahoe II,"Clothing, Shoes, Sports Equipment",1964.0,Georgia,32
1484,Nike,73300.0, Oregon,John J. Donahoe II,"Clothing, Shoes, Sports Equipment",1964.0,Iowa,30
